sku,nom,categorie,prix_dt,disponibilite,caracteristiques,description
LS-CO-008204,Condensateur électrolytique 330µF 10V,Composants,1.53,en stock,"330µF, 10V, électrolytique radial","Condensateur chimique 330µF, tension max 10V."
LS-CO-008205,Condensateur électrolytique 330µF 16V,Composants,1.41,stock faible,"330µF, 16V, électrolytique radial","Condensateur chimique 330µF, tension max 16V."
LS-CO-008206,Condensateur électrolytique 330µF 25V,Composants,1.59,en stock,"330µF, 25V, électrolytique radial","Condensateur chimique 330µF, tension max 25V."
LS-CO-008207,Condensateur électrolytique 330µF 35V,Composants,2.35,en stock,"330µF, 35V, électrolytique radial","Condensateur chimique 330µF, tension max 35V."
LS-CO-008208,Condensateur électrolytique 330µF 50V,Composants,3.17,en stock,"330µF, 50V, électrolytique radial","Condensateur chimique 330µF, tension max 50V."
LS-CO-008209,Condensateur électrolytique 330µF 63V,Composants,0.4,en stock,"330µF, 63V, électrolytique radial","Condensateur chimique 330µF, tension max 63V."
LS-CO-008210,Condensateur électrolytique 470µF 6.3V,Composants,3.5,en stock,"470µF, 6.3V, électrolytique radial","Condensateur chimique 470µF, tension max 6.3V."
LS-CO-008211,Condensateur électrolytique 470µF 10V,Composants,1.38,en stock,"470µF, 10V, électrolytique radial","Condensateur chimique 470µF, tension max 10V."
LS-CO-008212,Condensateur électrolytique 470µF 16V,Composants,0.56,stock faible,"470µF, 16V, électrolytique radial","Condensateur chimique 470µF, tension max 16V."
LS-CO-008213,Condensateur électrolytique 470µF 25V,Composants,2.84,en stock,"470µF, 25V, électrolytique radial","Condensateur chimique 470µF, tension max 25V."
LS-CO-008214,Condensateur électrolytique 470µF 35V,Composants,3.24,en stock,"470µF, 35V, électrolytique radial","Condensateur chimique 470µF, tension max 35V."
LS-CO-008215,Condensateur électrolytique 470µF 50V,Composants,3.51,en stock,"470µF, 50V, électrolytique radial","Condensateur chimique 470µF, tension max 50V."
LS-CO-008216,Condensateur électrolytique 470µF 63V,Composants,1.4,stock faible,"470µF, 63V, électrolytique radial","Condensateur chimique 470µF, tension max 63V."
LS-CO-008217,Condensateur électrolytique 680µF 6.3V,Composants,1.23,stock faible,"680µF, 6.3V, électrolytique radial","Condensateur chimique 680µF, tension max 6.3V."
LS-CO-008218,Condensateur électrolytique 680µF 10V,Composants,1.47,en stock,"680µF, 10V, électrolytique radial","Condensateur chimique 680µF, tension max 10V."
LS-CO-008219,Condensateur électrolytique 680µF 16V,Composants,2.11,en stock,"680µF, 16V, électrolytique radial","Condensateur chimique 680µF, tension max 16V."
LS-CO-008220,Condensateur électrolytique 680µF 25V,Composants,0.99,en stock,"680µF, 25V, électrolytique radial","Condensateur chimique 680µF, tension max 25V."
LS-CO-008221,Condensateur électrolytique 680µF 35V,Composants,1.0,en stock,"680µF, 35V, électrolytique radial","Condensateur chimique 680µF, tension max 35V."
LS-CO-008222,Condensateur électrolytique 680µF 50V,Composants,3.06,en stock,"680µF, 50V, électrolytique radial","Condensateur chimique 680µF, tension max 50V."
LS-CO-008223,Condensateur électrolytique 680µF 63V,Composants,1.2,en stock,"680µF, 63V, électrolytique radial","Condensateur chimique 680µF, tension max 63V."
LS-CO-008224,Condensateur électrolytique 1000µF 6.3V,Composants,1.02,en stock,"1000µF, 6.3V, électrolytique radial","Condensateur chimique 1000µF, tension max 6.3V."
LS-CO-008225,Condensateur électrolytique 1000µF 10V,Composants,0.38,en stock,"1000µF, 10V, électrolytique radial","Condensateur chimique 1000µF, tension max 10V."
LS-CO-008226,Condensateur électrolytique 1000µF 16V,Composants,1.68,en stock,"1000µF, 16V, électrolytique radial","Condensateur chimique 1000µF, tension max 16V."
LS-CO-008227,Condensateur électrolytique 1000µF 25V,Composants,3.11,en stock,"1000µF, 25V, électrolytique radial","Condensateur chimique 1000µF, tension max 25V."
LS-CO-008228,Condensateur électrolytique 1000µF 35V,Composants,3.44,rupture de stock,"1000µF, 35V, électrolytique radial","Condensateur chimique 1000µF, tension max 35V."
LS-CO-008229,Condensateur électrolytique 1000µF 50V,Composants,0.89,en stock,"1000µF, 50V, électrolytique radial","Condensateur chimique 1000µF, tension max 50V."
LS-CO-008230,Condensateur électrolytique 1000µF 63V,Composants,3.41,en stock,"1000µF, 63V, électrolytique radial","Condensateur chimique 1000µF, tension max 63V."
LS-CO-008231,Condensateur électrolytique 2200µF 6.3V,Composants,3.08,en stock,"2200µF, 6.3V, électrolytique radial","Condensateur chimique 2200µF, tension max 6.3V."
LS-CO-008232,Condensateur électrolytique 2200µF 10V,Composants,3.15,en stock,"2200µF, 10V, électrolytique radial","Condensateur chimique 2200µF, tension max 10V."
LS-CO-008233,Condensateur électrolytique 2200µF 16V,Composants,1.36,en stock,"2200µF, 16V, électrolytique radial","Condensateur chimique 2200µF, tension max 16V."
LS-CO-008234,Condensateur électrolytique 2200µF 25V,Composants,2.98,en stock,"2200µF, 25V, électrolytique radial","Condensateur chimique 2200µF, tension max 25V."
LS-CO-008235,Condensateur électrolytique 2200µF 35V,Composants,0.93,en stock,"2200µF, 35V, électrolytique radial","Condensateur chimique 2200µF, tension max 35V."
LS-CO-008236,Condensateur électrolytique 2200µF 50V,Composants,2.03,en stock,"2200µF, 50V, électrolytique radial","Condensateur chimique 2200µF, tension max 50V."
LS-CO-008237,Condensateur électrolytique 2200µF 63V,Composants,0.66,en stock,"2200µF, 63V, électrolytique radial","Condensateur chimique 2200µF, tension max 63V."
LS-CO-008238,Condensateur électrolytique 3300µF 6.3V,Composants,1.21,en stock,"3300µF, 6.3V, électrolytique radial","Condensateur chimique 3300µF, tension max 6.3V."
LS-CO-008239,Condensateur électrolytique 3300µF 10V,Composants,0.97,rupture de stock,"3300µF, 10V, électrolytique radial","Condensateur chimique 3300µF, tension max 10V."
LS-CO-008240,Condensateur électrolytique 3300µF 16V,Composants,2.76,rupture de stock,"3300µF, 16V, électrolytique radial","Condensateur chimique 3300µF, tension max 16V."
LS-CO-008241,Condensateur électrolytique 3300µF 25V,Composants,0.98,en stock,"3300µF, 25V, électrolytique radial","Condensateur chimique 3300µF, tension max 25V."
LS-CO-008242,Condensateur électrolytique 3300µF 35V,Composants,1.49,en stock,"3300µF, 35V, électrolytique radial","Condensateur chimique 3300µF, tension max 35V."
LS-CO-008243,Condensateur électrolytique 3300µF 50V,Composants,0.99,en stock,"3300µF, 50V, électrolytique radial","Condensateur chimique 3300µF, tension max 50V."
LS-CO-008244,Condensateur électrolytique 3300µF 63V,Composants,0.34,en stock,"3300µF, 63V, électrolytique radial","Condensateur chimique 3300µF, tension max 63V."
LS-CO-008245,Condensateur électrolytique 4700µF 6.3V,Composants,0.34,en stock,"4700µF, 6.3V, électrolytique radial","Condensateur chimique 4700µF, tension max 6.3V."
LS-CO-008246,Condensateur électrolytique 4700µF 10V,Composants,3.35,en stock,"4700µF, 10V, électrolytique radial","Condensateur chimique 4700µF, tension max 10V."
LS-CO-008247,Condensateur électrolytique 4700µF 16V,Composants,2.27,en stock,"4700µF, 16V, électrolytique radial","Condensateur chimique 4700µF, tension max 16V."
LS-CO-008248,Condensateur électrolytique 4700µF 25V,Composants,2.04,en stock,"4700µF, 25V, électrolytique radial","Condensateur chimique 4700µF, tension max 25V."
LS-CO-008249,Condensateur électrolytique 4700µF 35V,Composants,2.94,sur commande,"4700µF, 35V, électrolytique radial","Condensateur chimique 4700µF, tension max 35V."
LS-CO-008250,Condensateur électrolytique 4700µF 50V,Composants,0.54,stock faible,"4700µF, 50V, électrolytique radial","Condensateur chimique 4700µF, tension max 50V."
LS-CO-008251,Condensateur électrolytique 4700µF 63V,Composants,1.02,en stock,"4700µF, 63V, électrolytique radial","Condensateur chimique 4700µF, tension max 63V."
LS-CO-008252,Condensateur électrolytique 6800µF 6.3V,Composants,2.34,en stock,"6800µF, 6.3V, électrolytique radial","Condensateur chimique 6800µF, tension max 6.3V."
LS-CO-008253,Condensateur électrolytique 6800µF 10V,Composants,1.13,en stock,"6800µF, 10V, électrolytique radial","Condensateur chimique 6800µF, tension max 10V."
LS-CO-008254,Condensateur électrolytique 6800µF 16V,Composants,2.61,en stock,"6800µF, 16V, électrolytique radial","Condensateur chimique 6800µF, tension max 16V."
LS-CO-008255,Condensateur électrolytique 6800µF 25V,Composants,2.52,en stock,"6800µF, 25V, électrolytique radial","Condensateur chimique 6800µF, tension max 25V."
LS-CO-008256,Condensateur électrolytique 6800µF 35V,Composants,1.15,sur commande,"6800µF, 35V, électrolytique radial","Condensateur chimique 6800µF, tension max 35V."
LS-CO-008257,Condensateur électrolytique 6800µF 50V,Composants,2.1,en stock,"6800µF, 50V, électrolytique radial","Condensateur chimique 6800µF, tension max 50V."
LS-CO-008258,Condensateur électrolytique 6800µF 63V,Composants,2.71,en stock,"6800µF, 63V, électrolytique radial","Condensateur chimique 6800µF, tension max 63V."
LS-CO-008259,Condensateur électrolytique 10000µF 6.3V,Composants,3.23,en stock,"10000µF, 6.3V, électrolytique radial","Condensateur chimique 10000µF, tension max 6.3V."
LS-CO-008260,Condensateur électrolytique 10000µF 10V,Composants,3.44,en stock,"10000µF, 10V, électrolytique radial","Condensateur chimique 10000µF, tension max 10V."
LS-CO-008261,Condensateur électrolytique 10000µF 16V,Composants,2.09,en stock,"10000µF, 16V, électrolytique radial","Condensateur chimique 10000µF, tension max 16V."
LS-CO-008262,Condensateur électrolytique 10000µF 25V,Composants,1.12,rupture de stock,"10000µF, 25V, électrolytique radial","Condensateur chimique 10000µF, tension max 25V."
LS-CO-008263,Condensateur électrolytique 10000µF 35V,Composants,0.93,en stock,"10000µF, 35V, électrolytique radial","Condensateur chimique 10000µF, tension max 35V."
LS-CO-008264,Condensateur électrolytique 10000µF 50V,Composants,2.95,stock faible,"10000µF, 50V, électrolytique radial","Condensateur chimique 10000µF, tension max 50V."
LS-CO-008265,Condensateur électrolytique 10000µF 63V,Composants,0.35,stock faible,"10000µF, 63V, électrolytique radial","Condensateur chimique 10000µF, tension max 63V."
LS-CO-008266,LED rouge 3mm (diffusé),Composants,0.84,en stock,"rouge, 3mm, diffusé","LED rouge 3mm, finition diffusé."
LS-CO-008267,LED rouge 3mm (clair haute luminosité),Composants,0.69,en stock,"rouge, 3mm, clair haute luminosité","LED rouge 3mm, finition clair haute luminosité."
LS-CO-008268,LED rouge 5mm (diffusé),Composants,0.46,en stock,"rouge, 5mm, diffusé","LED rouge 5mm, finition diffusé."
LS-CO-008269,LED rouge 5mm (clair haute luminosité),Composants,0.53,en stock,"rouge, 5mm, clair haute luminosité","LED rouge 5mm, finition clair haute luminosité."
LS-CO-008270,LED rouge 8mm (diffusé),Composants,0.74,en stock,"rouge, 8mm, diffusé","LED rouge 8mm, finition diffusé."
LS-CO-008271,LED rouge 8mm (clair haute luminosité),Composants,0.22,rupture de stock,"rouge, 8mm, clair haute luminosité","LED rouge 8mm, finition clair haute luminosité."
LS-CO-008272,LED rouge 10mm (diffusé),Composants,0.19,en stock,"rouge, 10mm, diffusé","LED rouge 10mm, finition diffusé."
LS-CO-008273,LED rouge 10mm (clair haute luminosité),Composants,0.58,stock faible,"rouge, 10mm, clair haute luminosité","LED rouge 10mm, finition clair haute luminosité."
LS-CO-008274,LED vert 3mm (diffusé),Composants,0.22,en stock,"vert, 3mm, diffusé","LED vert 3mm, finition diffusé."
LS-CO-008275,LED vert 3mm (clair haute luminosité),Composants,0.72,en stock,"vert, 3mm, clair haute luminosité","LED vert 3mm, finition clair haute luminosité."
LS-CO-008276,LED vert 5mm (diffusé),Composants,0.63,en stock,"vert, 5mm, diffusé","LED vert 5mm, finition diffusé."
LS-CO-008277,LED vert 5mm (clair haute luminosité),Composants,0.7,en stock,"vert, 5mm, clair haute luminosité","LED vert 5mm, finition clair haute luminosité."
LS-CO-008278,LED vert 8mm (diffusé),Composants,0.77,en stock,"vert, 8mm, diffusé","LED vert 8mm, finition diffusé."
LS-CO-008279,LED vert 8mm (clair haute luminosité),Composants,0.37,en stock,"vert, 8mm, clair haute luminosité","LED vert 8mm, finition clair haute luminosité."
LS-CO-008280,LED vert 10mm (diffusé),Composants,0.95,en stock,"vert, 10mm, diffusé","LED vert 10mm, finition diffusé."
LS-CO-008281,LED vert 10mm (clair haute luminosité),Composants,0.26,en stock,"vert, 10mm, clair haute luminosité","LED vert 10mm, finition clair haute luminosité."
LS-CO-008282,LED bleu 3mm (diffusé),Composants,0.75,en stock,"bleu, 3mm, diffusé","LED bleu 3mm, finition diffusé."
LS-CO-008283,LED bleu 3mm (clair haute luminosité),Composants,0.23,en stock,"bleu, 3mm, clair haute luminosité","LED bleu 3mm, finition clair haute luminosité."
LS-CO-008284,LED bleu 5mm (diffusé),Composants,0.27,stock faible,"bleu, 5mm, diffusé","LED bleu 5mm, finition diffusé."
LS-CO-008285,LED bleu 5mm (clair haute luminosité),Composants,1.06,en stock,"bleu, 5mm, clair haute luminosité","LED bleu 5mm, finition clair haute luminosité."
LS-CO-008286,LED bleu 8mm (diffusé),Composants,0.58,en stock,"bleu, 8mm, diffusé","LED bleu 8mm, finition diffusé."
LS-CO-008287,LED bleu 8mm (clair haute luminosité),Composants,0.78,en stock,"bleu, 8mm, clair haute luminosité","LED bleu 8mm, finition clair haute luminosité."
LS-CO-008288,LED bleu 10mm (diffusé),Composants,0.22,stock faible,"bleu, 10mm, diffusé","LED bleu 10mm, finition diffusé."
LS-CO-008289,LED bleu 10mm (clair haute luminosité),Composants,0.49,en stock,"bleu, 10mm, clair haute luminosité","LED bleu 10mm, finition clair haute luminosité."
LS-CO-008290,LED jaune 3mm (diffusé),Composants,0.3,en stock,"jaune, 3mm, diffusé","LED jaune 3mm, finition diffusé."
LS-CO-008291,LED jaune 3mm (clair haute luminosité),Composants,1.03,rupture de stock,"jaune, 3mm, clair haute luminosité","LED jaune 3mm, finition clair haute luminosité."
LS-CO-008292,LED jaune 5mm (diffusé),Composants,0.53,en stock,"jaune, 5mm, diffusé","LED jaune 5mm, finition diffusé."
LS-CO-008293,LED jaune 5mm (clair haute luminosité),Composants,0.31,en stock,"jaune, 5mm, clair haute luminosité","LED jaune 5mm, finition clair haute luminosité."
LS-CO-008294,LED jaune 8mm (diffusé),Composants,0.45,en stock,"jaune, 8mm, diffusé","LED jaune 8mm, finition diffusé."
LS-CO-008295,LED jaune 8mm (clair haute luminosité),Composants,1.08,en stock,"jaune, 8mm, clair haute luminosité","LED jaune 8mm, finition clair haute luminosité."
LS-CO-008296,LED jaune 10mm (diffusé),Composants,0.44,en stock,"jaune, 10mm, diffusé","LED jaune 10mm, finition diffusé."
LS-CO-008297,LED jaune 10mm (clair haute luminosité),Composants,1.03,rupture de stock,"jaune, 10mm, clair haute luminosité","LED jaune 10mm, finition clair haute luminosité."
LS-CO-008298,LED blanc 3mm (diffusé),Composants,0.17,en stock,"blanc, 3mm, diffusé","LED blanc 3mm, finition diffusé."
LS-CO-008299,LED blanc 3mm (clair haute luminosité),Composants,0.8,en stock,"blanc, 3mm, clair haute luminosité","LED blanc 3mm, finition clair haute luminosité."
LS-CO-008300,LED blanc 5mm (diffusé),Composants,0.29,en stock,"blanc, 5mm, diffusé","LED blanc 5mm, finition diffusé."
LS-CO-008301,LED blanc 5mm (clair haute luminosité),Composants,0.79,en stock,"blanc, 5mm, clair haute luminosité","LED blanc 5mm, finition clair haute luminosité."
LS-CO-008302,LED blanc 8mm (diffusé),Composants,1.16,en stock,"blanc, 8mm, diffusé","LED blanc 8mm, finition diffusé."
LS-CO-008303,LED blanc 8mm (clair haute luminosité),Composants,0.52,en stock,"blanc, 8mm, clair haute luminosité","LED blanc 8mm, finition clair haute luminosité."
LS-CO-008304,LED blanc 10mm (diffusé),Composants,0.51,en stock,"blanc, 10mm, diffusé","LED blanc 10mm, finition diffusé."
LS-CO-008305,LED blanc 10mm (clair haute luminosité),Composants,0.26,en stock,"blanc, 10mm, clair haute luminosité","LED blanc 10mm, finition clair haute luminosité."
LS-CO-008306,LED orange 3mm (diffusé),Composants,1.17,en stock,"orange, 3mm, diffusé","LED orange 3mm, finition diffusé."
LS-CO-008307,LED orange 3mm (clair haute luminosité),Composants,0.34,en stock,"orange, 3mm, clair haute luminosité","LED orange 3mm, finition clair haute luminosité."
LS-CO-008308,LED orange 5mm (diffusé),Composants,1.23,en stock,"orange, 5mm, diffusé","LED orange 5mm, finition diffusé."
LS-CO-008309,LED orange 5mm (clair haute luminosité),Composants,0.98,rupture de stock,"orange, 5mm, clair haute luminosité","LED orange 5mm, finition clair haute luminosité."
LS-CO-008310,LED orange 8mm (diffusé),Composants,0.77,stock faible,"orange, 8mm, diffusé","LED orange 8mm, finition diffusé."
LS-CO-008311,LED orange 8mm (clair haute luminosité),Composants,0.68,en stock,"orange, 8mm, clair haute luminosité","LED orange 8mm, finition clair haute luminosité."
LS-CO-008312,LED orange 10mm (diffusé),Composants,0.53,en stock,"orange, 10mm, diffusé","LED orange 10mm, finition diffusé."
LS-CO-008313,LED orange 10mm (clair haute luminosité),Composants,0.7,en stock,"orange, 10mm, clair haute luminosité","LED orange 10mm, finition clair haute luminosité."
LS-CO-008314,LED UV 3mm (diffusé),Composants,0.71,en stock,"UV, 3mm, diffusé","LED UV 3mm, finition diffusé."
LS-CO-008315,LED UV 3mm (clair haute luminosité),Composants,0.75,en stock,"UV, 3mm, clair haute luminosité","LED UV 3mm, finition clair haute luminosité."
LS-CO-008316,LED UV 5mm (diffusé),Composants,0.77,en stock,"UV, 5mm, diffusé","LED UV 5mm, finition diffusé."
LS-CO-008317,LED UV 5mm (clair haute luminosité),Composants,0.74,en stock,"UV, 5mm, clair haute luminosité","LED UV 5mm, finition clair haute luminosité."
LS-CO-008318,LED UV 8mm (diffusé),Composants,0.21,en stock,"UV, 8mm, diffusé","LED UV 8mm, finition diffusé."
LS-CO-008319,LED UV 8mm (clair haute luminosité),Composants,0.73,stock faible,"UV, 8mm, clair haute luminosité","LED UV 8mm, finition clair haute luminosité."
LS-CO-008320,LED UV 10mm (diffusé),Composants,1.23,en stock,"UV, 10mm, diffusé","LED UV 10mm, finition diffusé."
LS-CO-008321,LED UV 10mm (clair haute luminosité),Composants,0.83,stock faible,"UV, 10mm, clair haute luminosité","LED UV 10mm, finition clair haute luminosité."
LS-CO-008322,LED infrarouge 3mm (diffusé),Composants,1.17,en stock,"infrarouge, 3mm, diffusé","LED infrarouge 3mm, finition diffusé."
LS-CO-008323,LED infrarouge 3mm (clair haute luminosité),Composants,0.64,en stock,"infrarouge, 3mm, clair haute luminosité","LED infrarouge 3mm, finition clair haute luminosité."
LS-CO-008324,LED infrarouge 5mm (diffusé),Composants,0.69,en stock,"infrarouge, 5mm, diffusé","LED infrarouge 5mm, finition diffusé."
LS-CO-008325,LED infrarouge 5mm (clair haute luminosité),Composants,0.71,en stock,"infrarouge, 5mm, clair haute luminosité","LED infrarouge 5mm, finition clair haute luminosité."
LS-CO-008326,LED infrarouge 8mm (diffusé),Composants,0.3,stock faible,"infrarouge, 8mm, diffusé","LED infrarouge 8mm, finition diffusé."
LS-CO-008327,LED infrarouge 8mm (clair haute luminosité),Composants,1.23,en stock,"infrarouge, 8mm, clair haute luminosité","LED infrarouge 8mm, finition clair haute luminosité."
LS-CO-008328,LED infrarouge 10mm (diffusé),Composants,0.9,en stock,"infrarouge, 10mm, diffusé","LED infrarouge 10mm, finition diffusé."
LS-CO-008329,LED infrarouge 10mm (clair haute luminosité),Composants,0.55,en stock,"infrarouge, 10mm, clair haute luminosité","LED infrarouge 10mm, finition clair haute luminosité."
LS-CO-008330,LED RGB 3mm (diffusé),Composants,0.92,en stock,"RGB, 3mm, diffusé","LED RGB 3mm, finition diffusé."
LS-CO-008331,LED RGB 3mm (clair haute luminosité),Composants,0.75,en stock,"RGB, 3mm, clair haute luminosité","LED RGB 3mm, finition clair haute luminosité."
LS-CO-008332,LED RGB 5mm (diffusé),Composants,0.94,sur commande,"RGB, 5mm, diffusé","LED RGB 5mm, finition diffusé."
LS-CO-008333,LED RGB 5mm (clair haute luminosité),Composants,0.75,en stock,"RGB, 5mm, clair haute luminosité","LED RGB 5mm, finition clair haute luminosité."
LS-CO-008334,LED RGB 8mm (diffusé),Composants,0.71,en stock,"RGB, 8mm, diffusé","LED RGB 8mm, finition diffusé."
LS-CO-008335,LED RGB 8mm (clair haute luminosité),Composants,0.25,en stock,"RGB, 8mm, clair haute luminosité","LED RGB 8mm, finition clair haute luminosité."
LS-CO-008336,LED RGB 10mm (diffusé),Composants,0.16,en stock,"RGB, 10mm, diffusé","LED RGB 10mm, finition diffusé."
LS-CO-008337,LED RGB 10mm (clair haute luminosité),Composants,0.25,en stock,"RGB, 10mm, clair haute luminosité","LED RGB 10mm, finition clair haute luminosité."
LS-CO-008338,LED rose 3mm (diffusé),Composants,0.32,en stock,"rose, 3mm, diffusé","LED rose 3mm, finition diffusé."
LS-CO-008339,LED rose 3mm (clair haute luminosité),Composants,0.37,en stock,"rose, 3mm, clair haute luminosité","LED rose 3mm, finition clair haute luminosité."
LS-CO-008340,LED rose 5mm (diffusé),Composants,0.87,rupture de stock,"rose, 5mm, diffusé","LED rose 5mm, finition diffusé."
LS-CO-008341,LED rose 5mm (clair haute luminosité),Composants,0.62,en stock,"rose, 5mm, clair haute luminosité","LED rose 5mm, finition clair haute luminosité."
LS-CO-008342,LED rose 8mm (diffusé),Composants,0.16,stock faible,"rose, 8mm, diffusé","LED rose 8mm, finition diffusé."
LS-CO-008343,LED rose 8mm (clair haute luminosité),Composants,0.7,stock faible,"rose, 8mm, clair haute luminosité","LED rose 8mm, finition clair haute luminosité."
LS-CO-008344,LED rose 10mm (diffusé),Composants,1.05,rupture de stock,"rose, 10mm, diffusé","LED rose 10mm, finition diffusé."
LS-CO-008345,LED rose 10mm (clair haute luminosité),Composants,1.17,en stock,"rose, 10mm, clair haute luminosité","LED rose 10mm, finition clair haute luminosité."
LS-CO-008346,Potentiomètre 1kΩ (linéaire),Composants,1.16,en stock,"1kΩ, linéaire","Potentiomètre 1kΩ, réponse linéaire."
LS-CO-008347,Potentiomètre 1kΩ (logarithmique),Composants,3.9,en stock,"1kΩ, logarithmique","Potentiomètre 1kΩ, réponse logarithmique."
LS-CO-008348,Potentiomètre 1kΩ (multitours (10 tours)),Composants,3.26,rupture de stock,"1kΩ, multitours (10 tours)","Potentiomètre 1kΩ, réponse multitours (10 tours)."
LS-CO-008349,Potentiomètre 5kΩ (linéaire),Composants,2.32,en stock,"5kΩ, linéaire","Potentiomètre 5kΩ, réponse linéaire."
LS-CO-008350,Potentiomètre 5kΩ (logarithmique),Composants,3.54,en stock,"5kΩ, logarithmique","Potentiomètre 5kΩ, réponse logarithmique."
LS-CO-008351,Potentiomètre 5kΩ (multitours (10 tours)),Composants,4.12,en stock,"5kΩ, multitours (10 tours)","Potentiomètre 5kΩ, réponse multitours (10 tours)."
LS-CO-008352,Potentiomètre 10kΩ (linéaire),Composants,2.69,en stock,"10kΩ, linéaire","Potentiomètre 10kΩ, réponse linéaire."
LS-CO-008353,Potentiomètre 10kΩ (logarithmique),Composants,4.88,en stock,"10kΩ, logarithmique","Potentiomètre 10kΩ, réponse logarithmique."
LS-CO-008354,Potentiomètre 10kΩ (multitours (10 tours)),Composants,4.28,stock faible,"10kΩ, multitours (10 tours)","Potentiomètre 10kΩ, réponse multitours (10 tours)."
LS-CO-008355,Potentiomètre 20kΩ (linéaire),Composants,1.38,en stock,"20kΩ, linéaire","Potentiomètre 20kΩ, réponse linéaire."
LS-CO-008356,Potentiomètre 20kΩ (logarithmique),Composants,2.4,en stock,"20kΩ, logarithmique","Potentiomètre 20kΩ, réponse logarithmique."
LS-CO-008357,Potentiomètre 20kΩ (multitours (10 tours)),Composants,2.93,en stock,"20kΩ, multitours (10 tours)","Potentiomètre 20kΩ, réponse multitours (10 tours)."
LS-CO-008358,Potentiomètre 50kΩ (linéaire),Composants,2.4,rupture de stock,"50kΩ, linéaire","Potentiomètre 50kΩ, réponse linéaire."
LS-CO-008359,Potentiomètre 50kΩ (logarithmique),Composants,3.1,en stock,"50kΩ, logarithmique","Potentiomètre 50kΩ, réponse logarithmique."
LS-CO-008360,Potentiomètre 50kΩ (multitours (10 tours)),Composants,1.46,en stock,"50kΩ, multitours (10 tours)","Potentiomètre 50kΩ, réponse multitours (10 tours)."
LS-CO-008361,Potentiomètre 100kΩ (linéaire),Composants,4.14,en stock,"100kΩ, linéaire","Potentiomètre 100kΩ, réponse linéaire."
LS-CO-008362,Potentiomètre 100kΩ (logarithmique),Composants,4.97,rupture de stock,"100kΩ, logarithmique","Potentiomètre 100kΩ, réponse logarithmique."
LS-CO-008363,Potentiomètre 100kΩ (multitours (10 tours)),Composants,1.74,en stock,"100kΩ, multitours (10 tours)","Potentiomètre 100kΩ, réponse multitours (10 tours)."
LS-CO-008364,Potentiomètre 250kΩ (linéaire),Composants,3.21,rupture de stock,"250kΩ, linéaire","Potentiomètre 250kΩ, réponse linéaire."
LS-CO-008365,Potentiomètre 250kΩ (logarithmique),Composants,1.01,sur commande,"250kΩ, logarithmique","Potentiomètre 250kΩ, réponse logarithmique."
LS-CO-008366,Potentiomètre 250kΩ (multitours (10 tours)),Composants,1.22,en stock,"250kΩ, multitours (10 tours)","Potentiomètre 250kΩ, réponse multitours (10 tours)."
LS-CO-008367,Potentiomètre 470kΩ (linéaire),Composants,3.63,en stock,"470kΩ, linéaire","Potentiomètre 470kΩ, réponse linéaire."
LS-CO-008368,Potentiomètre 470kΩ (logarithmique),Composants,3.33,stock faible,"470kΩ, logarithmique","Potentiomètre 470kΩ, réponse logarithmique."
LS-CO-008369,Potentiomètre 470kΩ (multitours (10 tours)),Composants,5.75,en stock,"470kΩ, multitours (10 tours)","Potentiomètre 470kΩ, réponse multitours (10 tours)."
LS-CO-008370,Potentiomètre 1MΩ (linéaire),Composants,5.69,en stock,"1MΩ, linéaire","Potentiomètre 1MΩ, réponse linéaire."
LS-CO-008371,Potentiomètre 1MΩ (logarithmique),Composants,1.06,en stock,"1MΩ, logarithmique","Potentiomètre 1MΩ, réponse logarithmique."
LS-CO-008372,Potentiomètre 1MΩ (multitours (10 tours)),Composants,5.85,en stock,"1MΩ, multitours (10 tours)","Potentiomètre 1MΩ, réponse multitours (10 tours)."
LS-CO-008373,Diode 1N4001,Composants,1.8,en stock,diode redressement 1A,1N4001 — diode redressement 1A.
LS-CO-008374,Diode 1N4007,Composants,1.2,en stock,diode redressement 1A 1000V,1N4007 — diode redressement 1A 1000V.
LS-CO-008375,Diode 1N4148,Composants,1.72,en stock,diode signal rapide,1N4148 — diode signal rapide.
LS-CO-008376,Diode 1N5819,Composants,0.93,stock faible,diode Schottky,1N5819 — diode Schottky.
LS-CO-008377,Diode 1N5399,Composants,2.28,en stock,diode redressement 1.5A,1N5399 — diode redressement 1.5A.
LS-CO-008378,Diode BAT85,Composants,0.78,en stock,diode Schottky petit signal,BAT85 — diode Schottky petit signal.
LS-CO-008379,Diode Zener 3.3V,Composants,0.41,en stock,diode zener régulation,Zener 3.3V — diode zener régulation.
LS-CO-008380,Diode Zener 5.1V,Composants,0.6,en stock,diode zener régulation,Zener 5.1V — diode zener régulation.
LS-CO-008381,Diode Zener 9.1V,Composants,2.2,rupture de stock,diode zener régulation,Zener 9.1V — diode zener régulation.
LS-CO-008382,Diode Zener 12V,Composants,2.4,en stock,diode zener régulation,Zener 12V — diode zener régulation.
LS-CO-008383,Diode Zener 15V,Composants,1.64,en stock,diode zener régulation,Zener 15V — diode zener régulation.
LS-CO-008384,Diode Pont de diodes 1A,Composants,0.38,rupture de stock,redressement pont complet,Pont de diodes 1A — redressement pont complet.
LS-CO-008385,Diode Pont de diodes 4A,Composants,1.93,en stock,redressement pont complet,Pont de diodes 4A — redressement pont complet.
LS-CO-008386,Diode LED laser 5mW,Composants,1.32,en stock,module laser,LED laser 5mW — module laser.
